station,system,subsystem,schedule_name,total_pm,on_time,late,avg_days_late,compliance_pct
KP,AFC,EMERGENCY SWITCH,MONTHLY,6,2,4,3.8,33.3
KP,AFC,GATE,MONTHLY,202,126,76,-0.6,62.4
KP,AFC,SC,HALF YEARLY,2,2,0,-162.5,100.0
KP,AFC,SWING BARRIER,MONTHLY,24,15,9,1.0,62.5
KP,AFC,TOM,QUARTERLY,7,3,4,-6.0,42.9
KP,AFC,TVM,BI-WEEKLY,23,9,14,61.3,39.1
KP,AFC,TVM,MONTHLY,75,42,33,-0.3,56.0
KP,IT,IT SWITCH,QUARTERLY,4,3,1,-39.0,75.0
KP,TELECOM,CCTV,HALF YEARLY,10,0,10,180.5,0.0
KP,TELECOM,CCTV,MONTHLY,9,5,4,-2.0,55.6
KP,TELECOM,CCTV,QUARTERLY,129,58,71,22.1,45.0
KP,TELECOM,CLOCK,HALF YEARLY,1,0,1,120.0,0.0
KP,TELECOM,CLOCK,QUARTERLY,71,43,28,10.3,60.6
KP,TELECOM,EPABX,HALF YEARLY,1,0,1,156.0,0.0
KP,TELECOM,EPABX,MONTHLY,67,38,29,5.5,56.7
KP,TELECOM,EPABX,QUARTERLY,17,15,2,-54.0,88.2
KP,TELECOM,PAS/PIDS,HALF YEARLY,22,15,7,-6.5,68.2
KP,TELECOM,PAS/PIDS,QUARTERLY,422,259,163,9.5,61.4
KP,TELECOM,PAS/PIDS,YEARLY,1,1,0,-211.0,100.0
KP,TELECOM,RADIO,MONTHLY,15,8,7,2.7,53.3
KP,TELECOM,SDH/MPLS,HALF YEARLY,1,0,1,44.0,0.0
KP,TELECOM,SDH/MPLS,QUARTERLY,2,2,0,-83.5,100.0
KP,TELECOM,SMPS,HALF YEARLY,5,3,2,27.2,60.0
KP,TELECOM,SMPS,MONTHLY,39,25,14,3.8,64.1
KP,TELECOM,TELE SWITCH,HALF YEARLY,2,0,2,156.0,0.0
KP,TELECOM,TELE SWITCH,QUARTERLY,6,2,4,22.0,33.3
KP,TELECOM,UPS,HALF YEARLY,1,0,1,22.0,0.0
KP,TELECOM,UPS,MONTHLY,42,24,18,2.0,57.1
KP,TELECOM,UPS,YEARLY,2,2,0,-365.0,100.0
KPD,TELECOM,CLOCK,HALF YEARLY,1,1,0,-172.0,100.0
KPD,TELECOM,CLOCK,QUARTERLY,1,0,1,34.0,0.0
KPD,TELECOM,EPABX,HALF YEARLY,1,1,0,-53.0,100.0
KPD,TELECOM,EPABX,QUARTERLY,3,2,1,36.7,66.7
KPD,TELECOM,RADIO,MONTHLY,7,3,4,25.7,42.9
KPD,TELECOM,SMPS,HALF YEARLY,4,2,2,16.5,50.0
KPD,TELECOM,SMPS,MONTHLY,20,11,9,16.3,55.0
KPEN,AFC,CSM,MONTHLY,11,1,10,92.5,9.1
KPEN,AFC,EFO,QUARTERLY,8,4,4,19.0,50.0
KPEN,AFC,GATE,MONTHLY,64,24,40,15.2,37.5
KPEN,AFC,SWING BARRIER,MONTHLY,8,2,6,26.2,25.0
KPEN,AFC,TIM,BI-WEEKLY,24,0,24,50.7,0.0
KPEN,AFC,TIM,MONTHLY,36,12,24,15.7,33.3
KPEN,AFC,TOM,QUARTERLY,10,6,4,-2.8,60.0
KPEN,TELECOM,CCTV,QUARTERLY,21,14,7,-15.0,66.7
KPEN,TELECOM,CLOCK,QUARTERLY,19,1,18,123.3,5.3
KPEN,TELECOM,EPABX,MONTHLY,68,20,48,121.9,29.4
KPEN,TELECOM,EPABX,QUARTERLY,14,0,14,135.0,0.0
KPEN,TELECOM,PAS/PIDS,QUARTERLY,5,2,3,25.6,40.0
KPEN,TELECOM,RADIO,MONTHLY,7,2,5,149.9,28.6
KSHI,AFC,AFC SWITCH,QUARTERLY,6,3,3,45.0,50.0
KSHI,AFC,AVM,MONTHLY,42,21,21,14.0,50.0
KSHI,AFC,EC,HALF YEARLY,10,10,0,-45.0,100.0
KSHI,AFC,EFO,QUARTERLY,8,6,2,17.2,75.0
KSHI,AFC,EMERGENCY SWITCH,MONTHLY,4,2,2,105.0,50.0
KSHI,AFC,GATE,MONTHLY,195,144,51,1.8,73.8
KSHI,AFC,SC,HALF YEARLY,2,2,0,-22.0,100.0
KSHI,AFC,SWING BARRIER,MONTHLY,4,0,4,109.0,0.0
KSHI,AFC,TOM,QUARTERLY,12,6,6,20.0,50.0
KSHI,AFC,TVM,BI-WEEKLY,32,12,20,13.0,37.5
KSHI,AFC,TVM,MONTHLY,26,14,12,7.1,53.8
KSHI,TELECOM,CCTV,QUARTERLY,251,143,108,7.6,57.0
KSHI,TELECOM,CLOCK,HALF YEARLY,2,0,2,196.0,0.0
KSHI,TELECOM,CLOCK,QUARTERLY,51,4,47,43.3,7.8
KSHI,TELECOM,EPABX,MONTHLY,30,22,8,0.3,73.3
KSHI,TELECOM,EPABX,QUARTERLY,4,1,3,25.0,25.0
KSHI,TELECOM,EPABX,YEARLY,1,1,0,-5.0,100.0
KSHI,TELECOM,NETWORKING,QUARTERLY,2,1,1,22.0,50.0
KSHI,TELECOM,PAS/PIDS,HALF YEARLY,22,15,7,7.1,68.2
KSHI,TELECOM,PAS/PIDS,QUARTERLY,441,178,263,-0.0,40.4
KSHI,TELECOM,PAS/PIDS,YEARLY,6,6,0,-71.5,100.0
KSHI,TELECOM,RADIO,MONTHLY,12,6,6,8.0,50.0
KSHI,TELECOM,SDH/MPLS,HALF YEARLY,3,2,1,-56.3,66.7
KSHI,TELECOM,SDH/MPLS,QUARTERLY,1,1,0,-7.0,100.0
KSHI,TELECOM,SMPS,HALF YEARLY,4,2,2,5.0,50.0
KSHI,TELECOM,SMPS,MONTHLY,31,17,14,1.5,54.8
KSHI,TELECOM,TELE SWITCH,HALF YEARLY,2,0,2,9.0,0.0
KSHI,TELECOM,TELE SWITCH,QUARTERLY,4,3,1,27.5,75.0
KSHI,TELECOM,UPS,HALF YEARLY,7,7,0,-154.0,100.0
KSHI,TELECOM,UPS,MONTHLY,32,18,14,-0.2,56.2
LJPN6,AFC,AFC SWITCH,QUARTERLY,1,0,1,197.0,0.0
LJPN6,AFC,GATE,MONTHLY,76,18,58,16.4,23.7
LJPN6,AFC,TVM,BI-WEEKLY,175,77,98,4.0,44.0
LJPN6,AFC,TVM,MONTHLY,98,63,35,2.1,64.3
LJPN6,TELECOM,EPABX,MONTHLY,6,0,6,101.5,0.0
LJPN6,TELECOM,EPABX,QUARTERLY,6,6,0,-38.0,100.0
LJPN6,TELECOM,PAS/PIDS,MONTHLY,116,30,86,38.2,25.9
LJPN6,TELECOM,RADIO,MONTHLY,12,8,4,10.0,66.7
LJPN6,TELECOM,SMPS,MONTHLY,18,12,6,-8.6,66.7
LJPN7,AFC,AFC ROUTER,QUARTERLY,3,2,1,-6.0,66.7
LJPN7,AFC,AFC SWITCH,QUARTERLY,17,12,5,-21.2,70.6
LJPN7,AFC,AVM,MONTHLY,16,4,12,54.2,25.0
LJPN7,AFC,CSM,MONTHLY,1,1,0,-12.0,100.0
LJPN7,AFC,EC,QUARTERLY,5,0,5,39.0,0.0
LJPN7,AFC,EFO,QUARTERLY,4,3,1,-26.5,75.0
LJPN7,AFC,EMERGENCY SWITCH,MONTHLY,4,0,4,105.5,0.0
LJPN7,AFC,GATE,MONTHLY,136,66,70,2.6,48.5
LJPN7,AFC,RCTM,BI-WEEKLY,35,28,7,9.4,80.0
LJPN7,AFC,RCTM,MONTHLY,5,4,1,0.4,80.0
LJPN7,AFC,SCVM,BI-WEEKLY,29,24,5,2.2,82.8
LJPN7,AFC,SCVM,MONTHLY,9,6,3,23.9,66.7
LJPN7,AFC,SWING BARRIER,MONTHLY,7,2,5,55.6,28.6
LJPN7,AFC,TOM,QUARTERLY,4,2,2,4.2,50.0
LJPN7,AFC,TVM,BI-WEEKLY,96,78,18,1.6,81.2
LJPN7,AFC,TVM,MONTHLY,15,12,3,0.4,80.0
LJPN7,TELECOM,CCTV,HALF YEARLY,84,42,42,-58.5,50.0
LJPN7,TELECOM,CCTV,QUARTERLY,210,163,47,-0.7,77.6
LJPN7,TELECOM,CLOCK,QUARTERLY,25,14,11,34.1,56.0
LJPN7,TELECOM,EPABX,MONTHLY,52,26,26,40.0,50.0
LJPN7,TELECOM,EPABX,QUARTERLY,59,30,29,-14.3,50.8
LJPN7,TELECOM,PAS/PIDS,HALF YEARLY,17,3,14,36.5,17.6
LJPN7,TELECOM,PAS/PIDS,QUARTERLY,402,264,138,-10.1,65.7
LJPN7,TELECOM,PAS/PIDS,YEARLY,5,5,0,-365.0,100.0
LJPN7,TELECOM,RADIO,MONTHLY,45,31,14,0.6,68.9
LJPN7,TELECOM,SDH/MPLS,QUARTERLY,3,3,0,-25.7,100.0
LJPN7,TELECOM,SMPS,HALF YEARLY,4,2,2,3.0,50.0
LJPN7,TELECOM,SMPS,MONTHLY,20,10,10,11.1,50.0
LLQA,AFC,AFC ROUTER,QUARTERLY,1,1,0,-68.0,100.0
LLQA,AFC,AFC SWITCH,QUARTERLY,18,8,10,-4.6,44.4
LLQA,AFC,EFO,QUARTERLY,10,7,3,-27.6,70.0
LLQA,AFC,GATE,MONTHLY,204,108,96,8.2,52.9
LLQA,AFC,RCTM,BI-WEEKLY,39,11,28,8.2,28.2
LLQA,AFC,RCTM,MONTHLY,26,14,12,2.3,53.8
LLQA,AFC,TOM,QUARTERLY,30,20,10,-19.3,66.7
LLQA,AFC,TVM,BI-WEEKLY,113,29,84,9.0,25.7
LLQA,AFC,TVM,MONTHLY,69,33,36,5.9,47.8
LLQA,TELECOM,CCTV,HALF YEARLY,13,0,13,59.0,0.0
LLQA,TELECOM,CCTV,QUARTERLY,205,152,53,-8.3,74.1
LLQA,TELECOM,EARTH PIT,QUARTERLY,8,6,2,-23.5,75.0
LLQA,TELECOM,EPABX,HALF YEARLY,1,0,1,107.0,0.0
LLQA,TELECOM,EPABX,MONTHLY,4,2,2,47.0,50.0
LLQA,TELECOM,EPABX,QUARTERLY,7,5,2,-36.0,71.4
LLQA,TELECOM,PAS/PIDS,HALF YEARLY,2,0,2,155.0,0.0
LLQA,TELECOM,PAS/PIDS,MONTHLY,5,1,4,53.8,20.0
LLQA,TELECOM,PAS/PIDS,QUARTERLY,611,405,206,-0.2,66.3
LLQA,TELECOM,RADIO,MONTHLY,9,2,7,32.4,22.2
LLQA,TELECOM,SDH/MPLS,QUARTERLY,2,1,1,26.0,50.0
LLQA,TELECOM,SMPS,MONTHLY,32,22,10,0.6,68.8
LLQA,TELECOM,UPS,HALF YEARLY,5,5,0,-89.4,100.0
LLQA,TELECOM,UPS,MONTHLY,29,19,10,3.4,65.5
LLQA,TELECOM,UPS,YEARLY,2,2,0,-279.0,100.0
LN,AFC,AFC SWITCH,QUARTERLY,10,6,4,-2.1,60.0
LN,AFC,AVM,MONTHLY,33,0,33,33.3,0.0
LN,AFC,EC,QUARTERLY,4,4,0,-40.0,100.0
LN,AFC,EMERGENCY SWITCH,MONTHLY,3,1,2,6.0,33.3
LN,AFC,GATE,MONTHLY,232,107,125,13.2,46.1
LN,AFC,SWING BARRIER,MONTHLY,2,0,2,139.0,0.0
LN,AFC,TOM,QUARTERLY,31,25,6,-20.7,80.6
LN,AFC,TVM,BI-WEEKLY,42,26,16,6.4,61.9
LN,AFC,TVM,MONTHLY,26,14,12,3.0,53.8
LN,IT,IT SWITCH,QUARTERLY,1,0,1,72.0,0.0
LN,TELECOM,CCTV,HALF YEARLY,22,22,0,-159.0,100.0
LN,TELECOM,CCTV,QUARTERLY,135,87,48,0.4,64.4
LN,TELECOM,CCTV,YEARLY,2,2,0,-328.0,100.0
LN,TELECOM,CLOCK,HALF YEARLY,1,0,1,192.0,0.0
LN,TELECOM,CLOCK,QUARTERLY,33,24,9,10.2,72.7
LN,TELECOM,EPABX,HALF YEARLY,2,1,1,6.0,50.0
LN,TELECOM,EPABX,MONTHLY,21,11,10,19.2,52.4
LN,TELECOM,EPABX,QUARTERLY,1,0,1,117.0,0.0
LN,TELECOM,EPABX,YEARLY,1,0,1,20.0,0.0
LN,TELECOM,NETWORKING,QUARTERLY,2,1,1,2.0,50.0
LN,TELECOM,PAS/PIDS,HALF YEARLY,10,6,4,-4.2,60.0
LN,TELECOM,PAS/PIDS,QUARTERLY,647,448,199,-5.9,69.2
LN,TELECOM,PEST CONTROL,MONTHLY,1,0,1,13.0,0.0
LN,TELECOM,RADIO,MONTHLY,9,3,6,28.0,33.3
LN,TELECOM,SDH/MPLS,HALF YEARLY,1,0,1,15.0,0.0
LN,TELECOM,SDH/MPLS,QUARTERLY,1,0,1,10.0,0.0
LN,TELECOM,SDH/MPLS,YEARLY,1,1,0,-365.0,100.0
LN,TELECOM,SMPS,HALF YEARLY,2,0,2,198.0,0.0
LN,TELECOM,SMPS,MONTHLY,27,15,12,4.3,55.6
LN,TELECOM,TELE SWITCH,HALF YEARLY,3,1,2,-4.0,33.3
LN,TELECOM,TELE SWITCH,YEARLY,2,0,2,7.0,0.0
MAPR,AFC,GATE,MONTHLY,6,6,0,-10.0,100.0
MAPR,AFC,TOM,QUARTERLY,2,2,0,-25.0,100.0
MAPR,AFC,TVM,MONTHLY,12,8,4,2.2,66.7
MAPR,TELECOM,CCTV,QUARTERLY,48,30,18,15.5,62.5
MAPR,TELECOM,CLOCK,QUARTERLY,22,16,6,-17.7,72.7
MAPR,TELECOM,PAS/PIDS,QUARTERLY,95,64,31,-10.1,67.4
MAPR,TELECOM,PAS/PIDS,YEARLY,1,1,0,-277.0,100.0
MAPR,TELECOM,SDH/MPLS,QUARTERLY,1,0,1,8.0,0.0
MAPR,TELECOM,SMPS,MONTHLY,14,6,8,1.6,42.9
MAPR,TELECOM,TELE ROUTER,QUARTERLY,2,0,2,8.0,0.0
MAPR,TELECOM,TELE SWITCH,QUARTERLY,2,0,2,8.0,0.0
MAPR,TELECOM,UPS,MONTHLY,12,6,6,8.6,50.0
MDHS3,AFC,AVM,MONTHLY,3,0,3,70.0,0.0
MDHS3,AFC,EC,QUARTERLY,3,0,3,10.0,0.0
MDHS3,AFC,EFO,QUARTERLY,1,0,1,149.0,0.0
MDHS3,AFC,EMERGENCY SWITCH,MONTHLY,1,0,1,70.0,0.0
MDHS3,AFC,GATE,MONTHLY,40,17,23,39.8,42.5
MDHS3,AFC,TOM,QUARTERLY,1,1,0,-42.0,100.0
MDHS3,AFC,TVM,BI-WEEKLY,60,28,32,11.9,46.7
MDHS3,AFC,TVM,MONTHLY,12,4,8,59.7,33.3
MDHS3,TELECOM,CCTV,QUARTERLY,34,34,0,-74.8,100.0
MDHS3,TELECOM,CLOCK,QUARTERLY,15,11,4,-45.5,73.3
MDHS3,TELECOM,PAS/PIDS,QUARTERLY,68,68,0,-82.3,100.0
MDHS3,TELECOM,SMPS,MONTHLY,2,0,2,156.0,0.0
MDHS3,TELECOM,UPS,MONTHLY,2,0,2,52.5,0.0
MDHS6,AFC,AFC ROUTER,QUARTERLY,1,0,1,19.0,0.0
MDHS6,AFC,AFC SWITCH,QUARTERLY,9,6,3,-25.8,66.7
MDHS6,AFC,EFO,QUARTERLY,2,1,1,-2.5,50.0
MDHS6,AFC,GATE,MONTHLY,24,0,24,25.0,0.0
MDHS6,AFC,RCTM,MONTHLY,11,5,6,9.9,45.5
MDHS6,AFC,TOM,QUARTERLY,4,2,2,-2.5,50.0
MDHS6,AFC,TVM,BI-WEEKLY,32,2,30,13.4,6.2
MDHS6,AFC,TVM,MONTHLY,24,12,12,6.6,50.0
MDHS6,TELECOM,CCTV,HALF YEARLY,43,43,0,-19.0,100.0
MDHS6,TELECOM,CCTV,QUARTERLY,119,0,119,100.1,0.0
MDHS6,TELECOM,CLOCK,HALF YEARLY,2,0,2,58.0,0.0
MDHS6,TELECOM,CLOCK,QUARTERLY,8,2,6,78.2,25.0
MDHS6,TELECOM,EPABX,HALF YEARLY,2,2,0,-61.0,100.0
MDHS6,TELECOM,EPABX,MONTHLY,5,2,3,14.8,40.0
MDHS6,TELECOM,EPABX,QUARTERLY,2,1,1,11.0,50.0
MDHS6,TELECOM,PAS/PIDS,HALF YEARLY,13,10,3,-109.6,76.9
MDHS6,TELECOM,PAS/PIDS,MONTHLY,15,4,11,16.4,26.7
MDHS6,TELECOM,PAS/PIDS,QUARTERLY,169,3,166,104.1,1.8
MDHS6,TELECOM,RADIO,MONTHLY,9,2,7,13.8,22.2
MDHS6,TELECOM,SDH/MPLS,HALF YEARLY,2,2,0,-84.0,100.0
MDHS6,TELECOM,SDH/MPLS,QUARTERLY,1,0,1,46.0,0.0
MDHS6,TELECOM,SMPS,MONTHLY,19,9,10,6.1,47.4
MDHS6,TELECOM,TELEPHONE,MONTHLY,2,0,2,20.0,0.0
MDTW,AFC,AFC SWITCH,QUARTERLY,3,3,0,1.0,100.0
MDTW,AFC,AVM,MONTHLY,36,12,24,15.1,33.3
MDTW,AFC,EC,QUARTERLY,10,10,0,-35.5,100.0
MDTW,AFC,EFO,QUARTERLY,6,4,2,15.0,66.7
MDTW,AFC,EMERGENCY SWITCH,MONTHLY,10,4,6,19.2,40.0
MDTW,AFC,GATE,MONTHLY,120,71,49,-3.8,59.2
MDTW,AFC,SC,HALF YEARLY,1,0,1,17.0,0.0
MDTW,AFC,SWING BARRIER,MONTHLY,18,6,12,15.1,33.3
MDTW,AFC,TOM,QUARTERLY,6,4,2,15.0,66.7
MDTW,AFC,TVM,BI-WEEKLY,21,12,9,6.6,57.1
MDTW,AFC,TVM,MONTHLY,39,39,0,-4.8,100.0
MDTW,TELECOM,CCTV,HALF YEARLY,2,0,2,52.0,0.0
MDTW,TELECOM,CCTV,QUARTERLY,448,339,109,-23.1,75.7
MDTW,TELECOM,CLOCK,HALF YEARLY,4,4,0,-72.0,100.0
MDTW,TELECOM,CLOCK,QUARTERLY,177,153,24,-39.8,86.4
MDTW,TELECOM,EPABX,MONTHLY,53,4,49,31.8,7.5
MDTW,TELECOM,EPABX,QUARTERLY,103,74,29,-37.0,71.8
MDTW,TELECOM,PAS/PIDS,HALF YEARLY,19,18,1,-92.8,94.7
MDTW,TELECOM,PAS/PIDS,MONTHLY,1123,223,900,38.4,19.9
MDTW,TELECOM,PAS/PIDS,QUARTERLY,119,69,50,61.2,58.0
MDTW,TELECOM,RADIO,MONTHLY,12,5,7,3.3,41.7
MDTW,TELECOM,SDH/MPLS,QUARTERLY,2,1,1,11.5,50.0
MDTW,TELECOM,SMPS,MONTHLY,33,21,12,-2.8,63.6
MDTW,TELECOM,TELE SWITCH,QUARTERLY,8,6,2,6.5,75.0
MDTW,TELECOM,TER ROOM,MONTHLY,1,1,0,0.0,100.0
METE,AFC,AFC ROUTER,QUARTERLY,4,2,2,7.8,50.0
METE,AFC,AFC SWITCH,QUARTERLY,18,15,3,-14.5,83.3
METE,AFC,AVM,MONTHLY,60,32,28,2.6,53.3
METE,AFC,EC,QUARTERLY,16,16,0,-29.5,100.0
METE,AFC,EFO,QUARTERLY,12,10,2,-11.2,83.3
METE,AFC,EMERGENCY SWITCH,MONTHLY,14,6,8,4.1,42.9
METE,AFC,GATE,MONTHLY,161,92,69,0.4,57.1
METE,AFC,SC,HALF YEARLY,2,1,1,20.0,50.0
METE,AFC,SWING BARRIER,MONTHLY,20,12,8,3.6,60.0
METE,AFC,TOM,QUARTERLY,12,10,2,-11.2,83.3
METE,AFC,TVM,BI-WEEKLY,150,120,30,2.7,80.0
METE,AFC,TVM,MONTHLY,80,65,15,-0.6,81.2
METE,TELECOM,CCTV,HALF YEARLY,89,52,37,-26.4,58.4
METE,TELECOM,CCTV,QUARTERLY,227,154,73,1.8,67.8
METE,TELECOM,CLOCK,HALF YEARLY,4,2,2,-12.0,50.0
METE,TELECOM,CLOCK,QUARTERLY,69,51,18,5.1,73.9
METE,TELECOM,EARTH PIT,QUARTERLY,10,4,6,8.4,40.0
METE,TELECOM,EARTH PIT,YEARLY,2,0,2,13.0,0.0
METE,TELECOM,EPABX,HALF YEARLY,2,0,2,20.0,0.0
METE,TELECOM,EPABX,MONTHLY,64,36,28,0.6,56.2
METE,TELECOM,EPABX,QUARTERLY,6,4,2,-13.0,66.7
METE,TELECOM,PAS/PIDS,HALF YEARLY,41,39,2,-84.7,95.1
METE,TELECOM,PAS/PIDS,QUARTERLY,686,460,226,1.5,67.1
METE,TELECOM,RADIO,MONTHLY,16,9,7,0.6,56.2
METE,TELECOM,SDH/MPLS,HALF YEARLY,2,1,1,-13.5,50.0
METE,TELECOM,SDH/MPLS,QUARTERLY,4,2,2,-21.8,50.0
METE,TELECOM,SMPS,HALF YEARLY,2,2,0,-76.0,100.0
METE,TELECOM,SMPS,MONTHLY,35,21,14,-2.1,60.0
METE,TELECOM,TELE ROUTER,HALF YEARLY,4,0,4,20.0,0.0
METE,TELECOM,TELE ROUTER,QUARTERLY,10,6,4,-1.8,60.0
METE,TELECOM,TELE SWITCH,HALF YEARLY,3,0,3,23.3,0.0
METE,TELECOM,TELE SWITCH,QUARTERLY,9,5,4,8.0,55.6
METE,TELECOM,UPS,HALF YEARLY,1,1,0,-118.0,100.0
METE,TELECOM,UPS,MONTHLY,32,18,14,0.6,56.2
MGRO,AFC,AFC SWITCH,QUARTERLY,28,15,13,1.2,53.6
MGRO,AFC,AVM,MONTHLY,117,73,44,0.6,62.4
MGRO,AFC,EC,HALF YEARLY,5,0,5,120.0,0.0
MGRO,AFC,EC,QUARTERLY,27,13,14,4.6,48.1
MGRO,AFC,EFO,QUARTERLY,12,7,5,-4.8,58.3
MGRO,AFC,EMERGENCY SWITCH,MONTHLY,16,8,8,16.9,50.0
MGRO,AFC,GATE,MONTHLY,254,122,132,7.4,48.0
MGRO,AFC,SWING BARRIER,MONTHLY,34,22,12,0.1,64.7
MGRO,AFC,TOM,QUARTERLY,40,16,24,12.2,40.0
MGRO,AFC,TVM,MONTHLY,60,30,30,9.2,50.0
MGRO,TELECOM,CCTV,HALF YEARLY,52,26,26,-12.0,50.0
MGRO,TELECOM,CCTV,QUARTERLY,266,124,142,29.0,46.6
MGRO,TELECOM,CLOCK,HALF YEARLY,2,0,2,134.0,0.0
MGRO,TELECOM,CLOCK,QUARTERLY,67,51,16,-4.9,76.1
MGRO,TELECOM,EARTH PIT,QUARTERLY,10,6,4,-15.2,60.0
MGRO,TELECOM,EPABX,HALF YEARLY,1,0,1,185.0,0.0
MGRO,TELECOM,EPABX,MONTHLY,68,44,24,0.1,64.7
MGRO,TELECOM,EPABX,QUARTERLY,11,8,3,-49.0,72.7
MGRO,TELECOM,PAS/PIDS,HALF YEARLY,2,0,2,127.0,0.0
MGRO,TELECOM,PAS/PIDS,MONTHLY,3,0,3,152.3,0.0
MGRO,TELECOM,PAS/PIDS,QUARTERLY,66,11,55,124.6,16.7
MGRO,TELECOM,RADIO,MONTHLY,17,11,6,0.1,64.7
MGRO,TELECOM,SDH/MPLS,MONTHLY,1,1,0,1.0,100.0
MGRO,TELECOM,SDH/MPLS,QUARTERLY,2,0,2,24.0,0.0
MGRO,TELECOM,SMPS,HALF YEARLY,2,0,2,170.0,0.0
MGRO,TELECOM,SMPS,MONTHLY,24,6,18,10.8,25.0
MGRO,TELECOM,TELE SWITCH,HALF YEARLY,2,0,2,149.0,0.0
MGRO,TELECOM,TELE SWITCH,QUARTERLY,10,6,4,-4.6,60.0
MGRO,TELECOM,TER ROOM,MONTHLY,1,0,1,6.0,0.0
MGRO,TELECOM,UPS,HALF YEARLY,7,6,1,-128.0,85.7
MGRO,TELECOM,UPS,MONTHLY,22,4,18,12.1,18.2
MGRO,TELECOM,UPS,YEARLY,6,6,0,-240.3,100.0
MIA,AFC,AVM,MONTHLY,2,2,0,-8.0,100.0
MIA,AFC,EFO,QUARTERLY,2,2,0,-47.0,100.0
MIA,AFC,EMERGENCY SWITCH,MONTHLY,1,1,0,0.0,100.0
MIA,AFC,GATE,MONTHLY,12,8,4,11.0,66.7
MIA,AFC,RCTM,MONTHLY,7,5,2,4.7,71.4
MIA,AFC,TOM,QUARTERLY,1,1,0,-4.0,100.0
MIA,AFC,TVM,MONTHLY,24,21,3,0.4,87.5
MIA,TELECOM,CCTV,QUARTERLY,75,56,19,-21.2,74.7
MIA,TELECOM,CLOCK,QUARTERLY,12,6,6,-18.8,50.0
MIA,TELECOM,EARTH PIT,QUARTERLY,4,2,2,-31.0,50.0
MIA,TELECOM,EPABX,MONTHLY,15,7,8,3.1,46.7
MIA,TELECOM,PAS/PIDS,MONTHLY,117,116,1,-5.3,99.1
MIA,TELECOM,PAS/PIDS,QUARTERLY,171,81,90,-6.8,47.4
MIA,TELECOM,PEST CONTROL,MONTHLY,3,1,2,9.0,33.3
MIA,TELECOM,RADIO,MONTHLY,5,3,2,-0.6,60.0
MIA,TELECOM,SMPS,MONTHLY,13,5,8,4.5,38.5
MIA,TELECOM,UPS,MONTHLY,3,0,3,59.3,0.0
MIEE,AFC,AVM,MONTHLY,4,2,2,-6.0,50.0
MIEE,AFC,GATE,MONTHLY,33,10,23,23.0,30.3
MIEE,AFC,RCTM,MONTHLY,7,4,3,-2.4,57.1
MIEE,AFC,TOM,QUARTERLY,1,1,0,-12.0,100.0
MIEE,AFC,TVM,MONTHLY,28,12,16,0.9,42.9
MIEE,TELECOM,CCTV,QUARTERLY,31,22,9,-34.3,71.0
MIEE,TELECOM,CLOCK,HALF YEARLY,2,2,0,-6.0,100.0
MIEE,TELECOM,PAS/PIDS,HALF YEARLY,12,12,0,-20.0,100.0
MIEE,TELECOM,PAS/PIDS,MONTHLY,32,32,0,-18.0,100.0
MIEE,TELECOM,PAS/PIDS,QUARTERLY,8,8,0,1.0,100.0
MIEE,TELECOM,SDH/MPLS,HALF YEARLY,1,1,0,-6.0,100.0
MIEE,TELECOM,SDH/MPLS,QUARTERLY,1,0,1,84.0,0.0
MIEE,TELECOM,SMPS,MONTHLY,10,4,6,13.2,40.0
MIRK,AFC,AFC SWITCH,QUARTERLY,5,0,5,113.0,0.0
MIRK,AFC,AVM,MONTHLY,20,4,16,56.2,20.0
MIRK,AFC,EFO,QUARTERLY,4,0,4,92.5,0.0
MIRK,AFC,GATE,MONTHLY,191,97,94,7.5,50.8
MIRK,AFC,RCTM,BI-WEEKLY,31,9,22,14.8,29.0
MIRK,AFC,RCTM,MONTHLY,21,10,11,9.6,47.6
MIRK,AFC,SC,HALF YEARLY,1,1,0,-128.0,100.0
MIRK,AFC,SWING BARRIER,MONTHLY,4,0,4,126.0,0.0
MIRK,AFC,TOM,QUARTERLY,4,0,4,92.5,0.0
MIRK,AFC,TVM,BI-WEEKLY,174,59,115,11.0,33.9
MIRK,AFC,TVM,MONTHLY,111,60,51,3.7,54.1
MIRK,TELECOM,CCTV,HALF YEARLY,2,0,2,271.0,0.0
MIRK,TELECOM,CCTV,QUARTERLY,222,144,78,-18.7,64.9
MIRK,TELECOM,CLOCK,HALF YEARLY,1,0,1,199.0,0.0
MIRK,TELECOM,CLOCK,QUARTERLY,10,6,4,44.0,60.0
MIRK,TELECOM,EPABX,HALF YEARLY,1,0,1,199.0,0.0
MIRK,TELECOM,EPABX,MONTHLY,32,6,26,125.4,18.8
MIRK,TELECOM,EPABX,QUARTERLY,21,5,16,99.0,23.8
MIRK,TELECOM,PAS/PIDS,HALF YEARLY,143,73,70,-71.8,51.0
MIRK,TELECOM,PAS/PIDS,MONTHLY,5,2,3,49.2,40.0
MIRK,TELECOM,PAS/PIDS,QUARTERLY,183,9,174,99.2,4.9
MIRK,TELECOM,RADIO,MONTHLY,5,0,5,157.8,0.0
MIRK,TELECOM,SMPS,HALF YEARLY,2,2,0,1.0,100.0
MIRK,TELECOM,SMPS,MONTHLY,33,23,10,-3.2,69.7
MIRK,TELECOM,UPS,MONTHLY,11,6,5,21.7,54.5
MKPR,AFC,AFC ROUTER,QUARTERLY,1,0,1,262.0,0.0
